http_method,endpoint,status_code,response_size,request_rate,session_duration,requests_per_session,time_between_requests,failed_requests,url_length,query_param_count,payload_size,distinct_endpoints_accessed,login_attempts,request_pattern_entropy
get,/api/products,201,3082,3.64,741,46,21.29,3,41,9,8973,5,0,2.76
delete,/api/payment,400,3561,1.05,685,21,14.62,4,35,7,7837,6,0,2.5
put,/api/search,401,928,7.37,412,233,1.16,11,44,3,4289,13,5,1.01
post,/api/login,401,2380,19.13,24,262,0.01,9,33,7,6259,8,15,0.88
post,/api/orders,500,902,0.1,654,17,13.02,1,15,7,2182,5,4,2.09
delete,/api/cart,200,243,1.0,180,4,12.75,2,31,8,6241,5,1,3.58
get,/api/user/profile,429,1361,3.46,1069,60,10.43,2,31,1,5132,5,3,2.84
delete,/api/products,500,635,17.6,456,124,0.04,7,27,2,894,7,13,1.17
get,/api/orders,404,966,19.25,506,274,2.46,9,28,4,2959,6,3,0.94
post,/api/user/profile,201,3429,3.84,564,50,20.08,3,38,9,1737,6,0,3.13
delete,/api/cart,403,2847,9.86,473,206,0.1,11,18,1,8964,15,4,0.85
get,/api/login,403,1275,3.93,643,42,13.42,5,37,10,1574,4,1,3.29
put,/api/user/profile,401,1470,3.1,441,28,32.46,5,46,8,8596,4,3,2.28
post,/api/search,429,3583,2.81,665,37,6.75,0,21,7,9313,1,4,2.18
get,/api/cart,500,2371,3.43,152,6,24.03,3,36,2,3458,6,2,4.0
delete,/api/user/profile,500,2680,2.36,87,11,7.53,5,38,10,6471,6,3,2.95
post,/api/payment,500,1413,7.49,257,263,1.37,12,45,6,357,9,15,1.03
delete,/api/login,429,4260,2.11,862,4,1.65,2,50,4,606,4,0,2.74
post,/api/cart,201,4253,3.47,706,36,11.13,0,37,7,7147,4,2,3.44
patch,/api/search,401,2513,0.66,859,27,3.29,5,20,10,7911,2,2,2.63
delete,/api/products,200,721,16.19,28,223,0.69,6,36,6,1867,13,7,0.76
put,/api/payment,201,1034,19.12,116,65,2.48,9,50,0,8311,6,14,0.73
put,/api/cart,200,2209,3.83,804,22,20.22,1,45,5,4698,4,0,1.55
post,/api/search,404,443,17.91,449,251,1.59,8,43,2,162,15,9,1.35
post,/api/orders,403,2769,3.1,178,41,9.52,5,37,0,4583,6,4,2.69
patch,/api/user/profile,400,4463,2.06,677,6,1.8,0,49,4,3501,6,4,2.47
get,/api/login,404,1214,2.26,1094,8,23.5,5,18,10,2043,5,0,1.16
patch,/api/user/profile,401,3159,2.85,346,46,5.76,3,44,1,2401,5,4,2.69
delete,/api/search,500,3668,3.06,884,38,14.31,4,43,7,6830,5,4,2.98
patch,/api/payment,429,1103,7.02,494,56,0.47,4,22,5,9367,14,10,0.61
put,/api/products,200,1202,3.02,923,4,14.62,2,50,5,1106,4,2,2.79
delete,/api/orders,429,3372,2.62,981,43,4.74,3,29,6,5554,5,1,3.1
post,/api/cart,401,4098,1.76,234,13,2.55,4,47,0,1970,5,4,2.24
post,/api/payment,429,1678,4.75,716,26,21.8,4,41,0,8649,3,0,2.29
put,/api/search,200,679,1.98,688,27,12.43,5,34,6,1617,2,1,3.75
get,/api/search,201,4166,3.07,1093,25,18.44,0,16,6,3829,4,2,3.12
post,/api/payment,404,4627,12.96,426,268,0.28,3,25,3,8806,7,15,0.67
patch,/api/products,403,572,1.67,619,39,15.39,2,25,8,9225,2,3,2.09
put,/api/orders,404,330,11.48,473,179,3.26,5,23,10,33,12,12,0.39
delete,/api/payment,404,3368,12.31,41,267,0.05,12,26,0,2044,14,3,0.1
put,/api/cart,200,2499,2.71,680,52,18.62,5,46,9,3425,3,1,2.42
patch,/api/user/profile,401,4485,4.13,419,5,0.01,4,32,3,378,5,1,4.0
delete,/api/login,401,584,1.19,893,18,18.23,0,32,6,8723,1,4,1.94
get,/api/cart,500,3738,14.58,211,124,1.34,7,16,9,5477,5,6,0.55
put,/api/user/profile,200,3291,19.66,459,88,2.43,12,35,1,2089,5,9,1.02
get,/api/login,200,3914,1.12,882,7,14.75,4,39,7,7014,6,3,3.7
delete,/api/user/profile,400,4368,3.94,85,39,17.46,5,31,5,6897,5,0,2.23
get,/api/search,403,3221,2.6,697,38,16.58,4,15,8,9608,3,1,2.77
get,/api/orders,404,4938,7.69,80,214,1.29,5,36,9,4909,12,12,1.07
delete,/api/search,401,3479,18.53,228,162,0.14,9,26,0,5944,11,13,0.34
post,/api/cart,401,1662,4.01,465,19,12.98,1,27,0,2884,3,1,2.7
get,/api/products,429,735,4.65,817,52,19.52,2,22,2,2142,5,1,2.71
delete,/api/cart,400,4363,5.26,203,190,1.32,4,46,3,1333,9,7,0.43
patch,/api/products,429,4983,3.4,825,34,20.61,5,17,3,3596,3,3,2.32
delete,/api/user/profile,200,4011,4.56,233,9,13.8,0,47,9,5511,5,2,2.58
put,/api/orders,201,2464,2.24,603,42,15.12,0,29,1,1942,5,2,1.84
put,/api/products,429,4950,6.24,566,173,0.61,2,15,7,8399,11,14,0.45
delete,/api/search,500,3886,4.83,701,55,2.58,1,50,0,6139,2,3,2.32
put,/api/products,400,2905,0.56,1161,20,10.19,2,40,6,3345,2,4,2.6
patch,/api/orders,401,769,9.2,576,130,1.32,2,39,4,3373,7,15,0.52
get,/api/search,400,1884,5.88,286,9,22.85,4,34,6,7778,2,3,2.31
put,/api/search,500,3990,0.1,877,39,33.33,1,17,1,4717,4,4,1.67
delete,/api/user/profile,200,2163,0.1,944,30,23.18,3,25,4,8810,6,1,3.96
delete,/api/orders,200,3986,4.58,1093,50,19.51,2,16,1,7567,5,3,2.86
put,/api/login,400,4056,3.78,1004,5,21.07,0,32,2,2794,4,4,2.67
post,/api/login,200,4483,2.66,793,12,14.5,1,21,6,5051,4,0,2.05
post,/api/products,401,991,2.08,923,2,1.46,0,25,2,721,1,2,2.44
patch,/api/search,404,298,8.05,247,149,1.95,3,39,3,7516,15,7,0.36
get,/api/search,404,3383,0.1,268,46,18.17,4,23,5,2872,5,4,3.41
get,/api/products,403,2136,3.66,536,33,10.17,4,42,3,1300,1,0,1.55
get,/api/search,200,2076,2.3,710,42,13.73,0,36,5,3969,3,4,1.92
patch,/api/payment,401,1228,14.2,16,73,0.89,9,20,2,9709,7,3,0.56
delete,/api/products,401,2427,2.98,421,39,2.26,1,45,1,5891,6,2,2.76
post,/api/payment,429,3998,11.92,95,193,1.97,11,34,7,4640,9,10,1.02
post,/api/search,429,4210,1.63,826,32,15.51,3,34,10,9638,3,3,2.78
post,/api/search,401,2185,2.71,1060,41,24.65,5,45,0,5921,4,2,2.73
patch,/api/orders,201,4447,2.07,390,1,18.21,0,27,6,2716,4,0,2.8
patch,/api/products,403,252,0.56,765,53,24.2,1,25,7,25,4,2,2.32
delete,/api/search,400,1846,2.09,465,32,21.01,1,18,2,3143,2,4,2.95
post,/api/login,201,277,1.45,626,5,21.42,2,18,4,118,6,0,2.16
delete,/api/user/profile,429,3300,5.23,939,22,8.37,2,18,5,5410,3,2,2.64
get,/api/user/profile,404,336,8.87,472,283,0.72,10,38,0,5333,15,8,0.32
put,/api/orders,400,4279,13.24,209,113,1.6,10,20,4,8990,5,11,0.66
patch,/api/search,403,2005,3.18,276,28,24.8,5,31,10,7803,4,0,3.47
get,/api/payment,429,4803,0.19,192,42,17.14,2,42,3,3662,6,3,3.38
post,/api/cart,429,3670,0.1,838,37,17.52,5,35,5,2069,2,0,2.5
delete,/api/products,200,2822,3.12,993,10,8.82,4,34,8,2022,6,2,1.64
delete,/api/products,500,3409,0.1,491,55,22.81,5,34,10,2608,2,1,3.16
delete,/api/orders,403,3948,2.95,1182,26,10.73,0,25,9,2253,1,1,1.53
get,/api/products,201,4422,3.35,404,60,6.19,0,36,9,7107,1,0,2.07
delete,/api/orders,200,1183,1.62,1009,56,13.42,5,22,1,1999,3,3,2.04
patch,/api/orders,201,4603,2.55,846,31,10.03,5,26,6,323,3,3,2.92
patch,/api/payment,401,1520,4.05,428,1,15.87,4,20,8,4206,2,3,2.78
patch,/api/search,404,4609,20.47,57,190,0.47,12,47,3,1622,10,10,1.29
post,/api/user/profile,400,3477,7.16,294,105,6.17,11,44,1,4164,11,8,1.08
post,/api/cart,403,1220,5.42,707,51,12.92,3,49,1,8984,1,3,3.54
post,/api/payment,403,4210,2.64,832,15,9.55,3,21,8,5716,5,0,1.91
post,/api/products,400,1235,3.44,1189,39,7.68,3,24,6,9298,6,3,2.55
patch,/api/orders,403,912,18.33,489,297,0.51,6,34,6,5123,8,6,0.68
post,/api/user/profile,500,4278,4.14,1069,52,19.87,0,47,10,8722,2,3,1.84
delete,/api/cart,401,1632,2.03,146,39,24.7,3,19,5,2184,5,1,2.59
get,/api/products,401,2697,5.98,1049,19,18.15,2,47,0,7586,4,1,2.62
put,/api/products,400,3564,2.04,441,26,16.07,2,22,7,113,1,0,2.41
put,/api/orders,401,1106,3.56,959,11,22.65,1,27,4,659,6,2,2.03
delete,/api/cart,429,1276,0.5,1186,32,0.31,5,22,1,346,4,1,2.8
put,/api/orders,400,2243,0.84,637,32,0.01,0,32,1,4317,5,3,2.73
patch,/api/user/profile,429,344,21.97,244,101,3.02,4,27,1,834,7,8,0.9
put,/api/orders,429,2223,2.5,165,20,11.92,0,35,0,2977,6,2,2.78
put,/api/user/profile,400,2913,10.25,513,226,2.52,7,38,5,9648,15,6,1.27
get,/api/login,404,2669,2.9,450,13,17.57,5,45,3,8741,5,3,2.1
patch,/api/products,400,2445,15.97,79,287,0.1,8,23,4,744,5,10,0.32
delete,/api/cart,400,229,10.59,531,236,1.42,10,25,9,3568,8,14,0.81
patch,/api/products,400,2475,11.96,575,100,1.23,4,23,4,844,5,5,0.71
put,/api/cart,200,3112,12.79,572,175,2.38,4,29,4,2895,5,8,0.79
get,/api/cart,400,3854,15.27,221,266,1.12,5,29,6,6039,11,7,0.54
post,/api/user/profile,201,3693,3.29,695,11,0.01,1,30,7,6594,2,3,2.54
get,/api/orders,200,276,1.94,149,9,7.06,1,21,8,5544,5,0,2.8
post,/api/products,403,1040,12.22,67,176,0.68,12,47,6,2323,6,10,0.83
put,/api/search,404,894,4.1,122,154,0.69,3,17,9,2475,6,6,0.91
put,/api/user/profile,200,1417,1.31,1082,43,19.32,2,24,5,2421,1,2,1.73
get,/api/user/profile,429,2931,1.05,721,9,18.34,1,23,10,4028,4,3,2.09
post,/api/orders,404,4774,2.41,509,45,10.49,0,45,2,1804,1,1,2.25
put,/api/orders,429,415,1.95,519,4,9.35,5,42,5,886,2,1,2.68
get,/api/search,400,4520,1.56,217,1,15.13,4,34,7,6742,6,3,2.06
post,/api/login,403,2062,0.2,82,26,22.3,3,42,2,4453,5,3,2.8
delete,/api/user/profile,429,1550,5.93,218,53,6.65,5,18,5,6950,4,3,2.37
get,/api/search,401,465,11.49,76,148,0.26,11,30,4,1393,13,2,1.2
get,/api/products,400,997,0.74,638,26,0.58,4,36,6,8250,3,1,2.82
delete,/api/user/profile,400,1519,3.64,1008,6,10.39,5,47,8,9973,2,0,0.95
put,/api/products,201,322,1.68,487,40,18.13,4,24,4,8964,4,0,1.61
put,/api/search,500,2297,2.78,804,23,14.88,0,43,10,2301,3,0,2.85
delete,/api/orders,200,667,2.68,702,24,7.22,0,30,8,130,6,3,3.22
post,/api/orders,429,1834,11.37,489,278,0.12,3,40,5,1056,11,3,0.32
get,/api/products,429,711,2.44,1022,10,24.35,5,38,6,7756,5,1,1.98
put,/api/products,401,2325,2.79,290,247,0.6,3,26,0,1514,11,6,0.62
put,/api/orders,401,837,4.71,954,23,13.33,5,24,5,5185,5,4,2.1
get,/api/payment,401,1737,4.06,982,54,10.16,1,41,8,2721,1,3,3.6
get,/api/products,404,4643,14.71,524,103,0.05,9,42,8,5502,10,12,0.6
post,/api/user/profile,429,1049,11.65,300,90,1.22,3,46,9,8924,5,14,1.17
delete,/api/search,429,3442,3.61,294,13,17.39,3,15,5,3668,4,0,3.28
post,/api/login,400,4887,4.84,374,51,15.26,2,42,3,9105,3,4,2.05
delete,/api/search,201,4926,13.84,539,121,0.86,8,40,10,4263,13,5,0.53
delete,/api/login,404,1728,11.08,566,80,0.11,11,30,10,3633,12,8,0.84
put,/api/cart,201,1361,1.95,107,41,16.48,4,33,4,2959,1,0,1.69
get,/api/orders,400,1672,1.04,216,14,24.6,5,34,0,2927,4,3,2.11
put,/api/orders,401,3189,0.93,309,13,19.29,4,22,3,483,2,0,3.21
put,/api/orders,403,1616,14.88,311,279,0.37,9,27,10,4605,8,8,1.04
post,/api/cart,404,3263,17.24,288,203,0.58,11,19,7,2740,14,3,0.67
patch,/api/products,404,1388,2.12,720,28,25.63,1,35,1,157,3,2,2.83
post,/api/user/profile,201,4901,13.82,227,151,0.05,3,41,10,7130,15,10,1.67
get,/api/products,200,4916,4.68,410,39,29.39,2,15,7,4659,3,4,2.95
get,/api/products,404,4245,3.39,910,47,8.17,2,18,6,4889,1,2,2.72
put,/api/user/profile,400,921,3.34,81,9,13.32,0,27,5,8807,2,2,2.14
get,/api/login,400,2815,0.58,837,18,1.1,5,24,9,6771,1,1,1.33
delete,/api/products,401,839,3.37,600,50,16.18,2,19,7,987,2,0,2.21
get,/api/products,429,3906,2.0,375,55,16.68,4,47,3,6556,3,0,2.4
get,/api/search,500,3083,0.49,93,58,22.3,3,31,1,9016,5,1,2.68
put,/api/login,403,4538,2.9,160,42,21.7,3,46,8,7103,2,3,2.01
get,/api/login,429,3418,16.85,554,91,1.56,6,21,3,4395,11,5,0.74
put,/api/cart,404,3929,14.65,498,196,0.23,5,24,0,7775,7,4,1.27
get,/api/user/profile,403,2070,13.31,510,166,3.32,9,48,8,2741,15,3,0.81
delete,/api/orders,500,1123,3.1,806,30,9.79,0,32,10,8508,5,2,2.18
put,/api/orders,403,4663,14.35,378,145,0.85,3,43,8,2866,6,5,1.0
put,/api/products,403,1102,3.59,763,54,33.4,4,15,7,2410,3,0,3.15
put,/api/orders,403,241,4.4,474,60,1.0,5,42,5,10,12,6,0.83
patch,/api/search,429,3661,15.01,452,81,1.21,6,40,1,4280,8,5,0.95
patch,/api/search,500,4671,1.57,1195,13,18.82,2,26,6,7158,6,2,2.35
delete,/api/products,403,2187,2.47,1004,2,21.63,4,47,5,2085,2,0,1.94
post,/api/orders,201,2580,4.43,171,6,11.62,0,45,5,997,3,2,2.66
patch,/api/search,201,750,0.4,676,41,20.76,2,15,2,9892,2,0,3.37
patch,/api/orders,500,1209,1.73,888,31,6.12,1,42,2,354,5,1,2.67
post,/api/orders,500,3615,4.68,1069,24,3.4,5,42,2,458,1,2,1.84
patch,/api/orders,401,3057,10.18,479,181,2.51,2,48,6,8405,13,4,0.47
delete,/api/cart,400,4918,5.09,199,59,11.8,5,47,10,8608,6,3,2.63
patch,/api/payment,401,2138,3.9,385,15,3.65,0,21,2,6292,3,0,1.44
get,/api/payment,401,1803,0.21,120,60,25.1,1,31,7,7168,2,2,2.17
post,/api/login,404,1718,22.23,44,111,1.23,2,48,7,3115,6,7,0.85
post,/api/payment,500,2088,1.47,205,37,29.89,0,18,9,8856,1,1,3.63
delete,/api/cart,201,4974,18.52,86,163,1.96,10,45,4,491,5,11,1.18
post,/api/search,404,779,3.67,209,52,10.59,4,41,9,1320,1,4,2.01
get,/api/orders,429,348,2.49,681,51,13.64,1,50,7,854,2,0,2.23
post,/api/login,200,2060,3.54,780,13,22.64,2,41,8,9306,1,3,2.55
get,/api/login,400,3458,4.72,149,21,5.87,2,45,10,2005,3,4,2.38
post,/api/orders,429,4183,9.13,260,176,0.11,7,32,1,3335,10,13,0.1
post,/api/login,403,3347,3.22,961,42,4.08,3,34,1,978,3,0,2.61
delete,/api/login,404,2350,3.37,942,35,29.89,0,28,0,5586,1,2,1.85
get,/api/user/profile,500,2151,1.98,928,37,17.09,5,23,0,4598,4,4,3.19
put,/api/user/profile,200,1218,2.04,800,18,24.59,5,34,9,5259,5,2,1.34
delete,/api/login,201,3808,0.62,896,4,17.79,4,26,4,4524,3,0,1.65
get,/api/search,403,2308,0.74,961,38,10.78,2,16,10,5789,6,0,2.96
delete,/api/login,400,402,4.42,343,230,3.39,12,35,9,5902,9,8,0.87
patch,/api/login,404,1960,1.8,367,59,2.24,4,39,9,534,3,0,2.81
post,/api/user/profile,403,1797,9.87,550,66,0.74,11,33,3,5385,10,9,0.36
post,/api/orders,401,4864,2.42,1095,5,16.65,2,23,8,4013,4,3,2.27
put,/api/products,400,3919,0.1,922,33,13.71,1,15,2,1979,2,4,3.04
post,/api/payment,400,3495,3.67,209,9,17.84,4,50,3,4806,3,4,1.84
get,/api/cart,400,4372,3.09,897,41,10.41,3,20,2,127,2,3,2.71
post,/api/user/profile,429,2536,2.68,1070,22,7.19,0,35,6,5219,5,4,1.96
delete,/api/user/profile,403,2325,3.03,643,11,13.23,0,21,3,4565,2,2,2.0
patch,/api/login,400,3917,8.31,36,229,1.71,5,33,1,1965,12,6,1.4
get,/api/products,201,2778,2.09,380,33,14.83,2,17,6,1645,6,2,2.05
get,/api/search,400,1826,0.1,603,31,22.07,1,20,8,3509,3,3,2.94
get,/api/orders,403,4173,10.87,367,287,0.03,10,46,10,6425,8,12,0.9
delete,/api/orders,500,4207,2.63,420,30,20.62,2,41,10,3847,2,0,2.56
get,/api/user/profile,500,1993,2.34,861,52,10.17,3,36,10,747,3,3,3.03
get,/api/user/profile,201,603,1.12,100,47,6.12,0,48,3,5932,3,3,2.84
put,/api/payment,201,4308,0.5,501,36,34.32,5,40,7,692,1,1,2.55
get,/api/products,429,365,3.02,612,56,8.53,0,15,8,9910,6,0,2.31
put,/api/payment,500,3284,10.29,319,180,0.35,9,33,6,1524,14,5,0.58
patch,/api/search,429,2101,2.8,823,49,24.19,4,43,5,7811,1,0,1.89
get,/api/user/profile,401,682,2.59,571,6,18.43,1,46,4,6747,6,3,2.92
patch,/api/orders,500,4414,2.76,1060,35,12.06,3,50,1,1721,4,2,2.0
get,/api/search,429,3471,12.34,444,293,0.74,4,15,4,1926,13,12,0.29
put,/api/user/profile,403,4067,2.41,1131,44,11.41,1,44,3,5409,5,4,3.71
delete,/api/login,500,2911,5.15,1023,5,6.73,0,21,0,7679,1,2,2.07
get,/api/search,401,834,12.3,323,228,0.86,11,24,1,3546,13,14,0.73
delete,/api/products,400,1550,4.56,65,51,9.83,1,45,0,5297,2,1,2.02
delete,/api/products,201,1952,1.78,865,25,7.37,3,25,10,4550,3,3,2.57
get,/api/user/profile,401,3333,4.94,808,55,17.58,3,38,2,174,5,2,2.35
get,/api/products,403,2446,2.06,128,42,2.49,2,18,9,498,6,3,3.03
delete,/api/cart,201,659,2.38,373,46,13.56,5,43,10,1021,4,1,4.0
get,/api/products,201,1780,2.95,1117,1,8.99,5,47,2,4368,1,3,2.24
delete,/api/search,500,922,4.22,778,8,15.91,2,22,1,2990,5,3,1.64
get,/api/search,403,1350,15.68,325,137,1.03,4,35,6,3702,7,6,0.53
delete,/api/products,200,4994,4.28,804,23,19.29,5,39,2,8813,2,4,2.96
post,/api/products,400,4092,2.21,588,14,5.25,3,23,7,9614,6,2,2.57
get,/api/cart,500,4679,3.97,1033,22,20.25,2,26,0,7192,2,0,3.0
delete,/api/payment,201,3648,1.86,751,31,12.88,5,42,4,9461,2,3,2.79
patch,/api/search,429,1554,9.81,65,86,2.69,6,44,0,2416,12,14,0.59
delete,/api/login,401,4069,8.18,15,284,0.7,4,39,7,3977,11,7,0.97
delete,/api/payment,401,1659,9.06,413,76,2.57,7,30,5,5935,5,9,0.88
post,/api/search,403,2748,2.54,678,28,26.3,0,39,10,7875,2,2,2.45
get,/api/orders,200,4182,3.18,85,11,6.5,2,40,6,893,4,1,2.76
patch,/api/products,201,1431,2.22,288,51,22.89,1,15,5,9669,6,3,3.21
get,/api/orders,403,392,6.38,1002,24,19.64,0,49,4,2928,3,4,2.7
patch,/api/login,500,3731,2.79,569,12,12.17,0,32,5,7504,6,4,2.7
patch,/api/orders,201,2967,10.82,49,115,2.05,11,34,6,6565,11,13,1.52
delete,/api/login,403,1721,3.03,1112,35,12.57,1,32,8,749,4,0,1.33
post,/api/login,404,2010,2.25,1007,39,25.45,5,19,9,4715,6,2,2.45
put,/api/user/profile,500,1925,0.1,762,22,11.01,2,49,2,6390,6,2,3.1
patch,/api/products,400,3080,14.18,321,189,2.1,7,42,6,383,14,9,0.46
patch,/api/search,429,4706,2.14,507,14,12.07,0,41,5,3567,6,4,2.26
put,/api/user/profile,200,4563,1.12,1010,19,27.92,3,36,7,2822,3,1,2.31
delete,/api/search,401,1563,16.87,525,81,0.52,11,45,10,1490,10,11,1.41
patch,/api/user/profile,201,453,11.59,255,129,4.64,9,28,9,7555,9,13,1.29
delete,/api/user/profile,500,3356,1.14,1006,47,17.59,0,19,6,4260,4,0,1.79
get,/api/orders,201,1395,4.28,141,24,11.28,3,31,9,1831,1,4,2.62
delete,/api/search,403,3842,2.92,998,58,12.93,5,36,7,4225,3,3,2.85
get,/api/search,400,1253,1.79,384,37,21.97,5,24,9,4789,3,2,1.69
put,/api/search,400,4304,2.69,1118,26,30.51,3,35,8,6133,6,4,1.9
post,/api/orders,201,1813,1.48,520,20,19.11,1,37,7,7525,6,1,2.61
post,/api/cart,201,658,3.03,262,22,18.91,4,43,9,8567,6,0,2.88
post,/api/cart,400,4480,4.16,604,36,18.28,2,34,0,3403,1,0,2.36
get,/api/products,500,2657,3.51,965,6,30.2,3,15,9,7041,5,1,2.42
patch,/api/payment,403,2654,8.1,426,178,0.74,9,31,8,4079,13,12,0.86
post,/api/orders,500,3005,4.15,1075,11,17.02,1,49,2,3171,1,0,2.46
patch,/api/orders,400,2867,2.22,376,21,7.46,1,48,7,9752,2,1,2.37
put,/api/products,429,653,3.13,705,29,11.52,2,41,5,2292,1,3,2.95
put,/api/products,500,2444,2.79,843,21,17.54,4,21,1,3983,5,4,3.03
delete,/api/cart,500,2528,1.71,828,4,20.28,0,22,7,2200,3,0,2.27
post,/api/user/profile,403,379,13.36,458,165,0.93,7,23,1,5143,13,11,0.54
post,/api/products,400,1176,2.16,742,13,12.21,5,41,6,6493,1,2,2.49
put,/api/login,201,4773,2.05,1163,32,21.4,2,22,8,2592,1,4,1.53
post,/api/payment,404,3919,0.92,984,57,6.46,5,48,6,351,6,1,3.07
post,/api/products,400,1747,5.07,728,35,14.16,3,24,3,5054,3,1,2.4
patch,/api/products,404,423,12.28,223,143,0.08,6,23,7,2017,8,4,1.26
delete,/api/login,201,1534,3.02,481,50,24.31,3,28,1,8013,2,4,2.66
get,/api/payment,404,3152,3.46,289,30,20.23,0,34,1,7113,1,0,4.0
delete,/api/login,500,519,0.1,569,12,9.5,4,18,9,3437,6,0,3.38
delete,/api/search,404,2372,1.97,284,51,22.09,1,35,0,423,6,0,2.64
get,/api/user/profile,500,3600,5.66,90,23,6.1,1,49,7,2202,4,0,3.23
post,/api/products,201,976,5.12,461,9,6.88,1,40,4,1724,2,4,2.97
patch,/api/user/profile,429,593,1.05,827,43,15.24,1,27,2,234,6,4,2.35
get,/api/user/profile,403,4414,2.39,425,271,1.27,5,36,5,3052,6,9,0.85
put,/api/payment,201,4709,3.33,112,35,15.35,1,33,2,5695,1,0,3.52
post,/api/orders,200,4567,1.57,466,47,16.56,5,38,8,3775,5,2,2.05
patch,/api/search,500,2837,0.52,160,26,10.11,2,23,4,5,4,3,2.48
patch,/api/login,429,1784,1.86,1044,53,9.46,1,30,5,1155,4,1,1.66
post,/api/search,500,2102,2.38,82,41,2.96,0,43,4,2045,6,4,2.96
put,/api/login,201,3170,2.62,932,38,3.34,1,30,10,8102,1,3,2.31
put,/api/products,429,2377,1.37,230,1,17.55,0,21,7,9186,5,3,3.3
get,/api/user/profile,429,3425,0.1,300,49,15.92,1,17,5,7212,5,2,2.4
get,/api/search,404,3018,3.51,658,59,16.71,3,37,3,4532,3,0,2.05
post,/api/search,404,2705,10.72,186,295,0.85,3,21,1,6652,8,7,0.48
delete,/api/products,403,4786,2.47,405,21,23.61,0,49,2,6520,5,0,2.26
put,/api/search,500,534,9.39,404,93,0.6,6,30,8,2539,8,11,0.1
post,/api/search,401,3577,0.12,667,16,17.14,0,26,8,9517,5,4,2.81
put,/api/payment,401,4609,0.13,540,21,22.16,4,23,1,8314,3,2,2.21
put,/api/cart,200,4787,2.72,168,30,27.9,4,43,8,942,2,3,3.04
get,/api/cart,403,4610,2.1,1065,28,7.87,5,34,5,3810,4,1,1.21
patch,/api/products,401,2238,1.42,305,50,13.31,0,26,2,483,2,4,1.91
patch,/api/cart,429,2264,2.3,343,55,15.61,2,46,1,3023,6,1,2.37
put,/api/orders,200,238,9.4,72,70,3.41,12,35,6,5017,13,7,1.29
post,/api/cart,400,4356,4.24,767,7,24.41,5,24,7,497,4,1,1.46
put,/api/products,404,3924,2.81,1121,11,21.07,0,50,6,7338,5,3,2.73
post,/api/payment,404,4519,3.45,793,4,15.47,3,49,8,6458,6,4,2.05
put,/api/cart,429,2705,0.1,228,32,9.84,0,46,4,903,5,3,4.0
patch,/api/user/profile,429,4364,10.06,38,64,0.05,6,48,2,8335,5,8,0.86
post,/api/cart,201,2579,0.96,483,37,25.13,5,15,3,5419,2,4,1.98
get,/api/search,403,3552,3.95,925,44,18.42,4,15,6,6777,6,2,2.11
patch,/api/login,201,1702,5.16,516,5,5.45,5,49,5,2742,4,0,3.05
put,/api/user/profile,500,1844,4.0,282,49,9.64,0,23,8,584,1,3,3.34
get,/api/payment,401,1923,11.0,389,264,2.07,4,35,0,9319,13,9,0.1
put,/api/orders,500,407,9.23,166,189,1.05,10,43,1,4026,10,3,1.32
get,/api/login,400,1050,0.1,95,40,23.26,5,29,0,6245,1,1,3.18
get,/api/user/profile,500,2248,7.64,595,237,0.68,6,37,10,7454,8,12,0.64
post,/api/products,429,4635,1.05,813,48,11.56,0,29,6,2048,4,3,2.53
delete,/api/cart,401,1764,2.26,804,22,3.7,2,27,10,5954,2,3,3.23
post,/api/orders,400,3348,2.27,986,20,9.29,4,48,6,2954,5,3,3.17
put,/api/cart,500,2790,7.27,212,117,1.12,8,48,10,578,7,7,0.31
put,/api/payment,500,4091,1.61,368,14,14.79,2,36,2,4747,5,0,2.67
delete,/api/login,500,995,1.29,1021,45,18.39,2,17,2,6241,2,1,2.22
delete,/api/user/profile,403,3424,2.48,764,57,19.37,2,24,1,3229,2,0,2.5
put,/api/user/profile,200,4210,1.85,915,11,14.12,2,35,2,852,5,2,2.45
put,/api/cart,401,4051,1.94,124,9,12.93,4,39,6,589,4,0,3.46
delete,/api/orders,201,2810,3.34,1191,13,12.64,3,47,1,376,6,2,2.92
get,/api/search,404,1066,2.0,87,48,24.38,2,22,0,2272,4,4,2.72
get,/api/orders,500,1724,2.34,852,21,18.58,5,45,4,9696,6,4,1.56
post,/api/products,403,3577,7.49,202,135,0.94,7,47,10,4676,15,14,0.87
put,/api/products,500,298,0.73,1071,23,27.58,5,20,5,9636,1,0,2.65
patch,/api/products,401,1597,2.17,818,32,24.82,2,17,5,6713,2,3,1.86
delete,/api/payment,400,3472,1.19,849,27,4.91,0,38,0,7116,6,1,1.98
post,/api/login,403,2065,2.59,614,22,18.95,1,27,7,9942,5,0,3.08
put,/api/login,500,306,0.1,652,10,13.63,1,34,10,2598,4,4,1.84
post,/api/user/profile,401,2872,2.19,816,37,33.67,3,29,5,7801,2,0,2.68
post,/api/products,404,866,3.85,1022,57,30.69,0,48,7,7580,2,2,3.18
delete,/api/payment,500,4802,1.83,180,31,4.79,1,24,4,5243,5,1,2.48
patch,/api/user/profile,200,2642,1.65,1132,52,2.8,4,31,3,2360,6,2,2.64
delete,/api/payment,500,2532,13.06,170,267,2.45,7,25,9,2105,8,3,1.51
put,/api/search,403,2854,13.23,454,205,0.16,8,17,8,915,5,4,0.64
post,/api/login,200,4498,1.5,791,22,21.99,0,41,10,6487,4,3,2.43
